[20:06:37] [main/INFO]: ModLauncher running: args [--username, Volixia666, --version, forge-47.2.0, --gameDir, C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2), --assetsDir, C:\Users\olivi\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, c5e41b1aa38e4d12a80578b67734a038, --accessToken, ????????, --clientId, NTQwNjViMDUtZDkzNy00M2U1LWIzMTQtNWFkYWVlNTExNDIx, --xuid, 2535421912994388, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\olivi\curseforge\minecraft\Install\quickPlay\java\1713143194986.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[20:06:37] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[20:06:39] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[20:06:39] [main/INFO]: Trying GL version 4.6
[20:06:39] [main/INFO]: Requested GL version 4.6 got version 4.6
[20:06:39] [main/INFO]: Redirector CoreMod initialized successfully!
[20:06:39] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce GTX 1060 6GB/PCIe/SSE2 GL version 4.6.0 NVIDIA 536.99, NVIDIA Corporation
[20:06:39] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/olivi/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[20:06:39] [main/INFO]: ? Processing 120 client sides mods with 0 skipped entries ...
[20:06:39] [main/INFO]: ? No need to update client side mods config file C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\config\adaptive_performance_tweaks\client_side_mods.list
[20:06:39] [main/INFO]: ? Processing 120 client sides mods with 3 skipped entries ...
[20:06:39] [main/INFO]: [Mod Optimizer] ? init with game dir C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2) and mods dir C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods for target CLIENT
[20:06:39] [main/INFO]: [Mod Optimizer] ? Optimizing Duplicated Mods ...
[20:06:39] [main/INFO]: [Duplicated Mods] checking ~212 mods in C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods for duplication with file extension .jar ...
[20:06:59] [modloading-worker-0/INFO]: Constructing common components for leavesbegone:main
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/blay09/mods/balm/api/event/EventPriority
[20:06:59] [modloading-worker-0/INFO]: Redirecting com/endertech/minecraft/forge/configs/Property$Type
[20:06:59] [modloading-worker-0/WARN]: Static binding violation: PRIVATE @Overwrite method m_215924_ in modernfix-forge.mixins.json:perf.tag_id_caching.TagEntryMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[20:06:59] [modloading-worker-0/INFO]: Redirecting moze_intel/projecte/gameObjs/EnumRelayTier
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/blay09/mods/balm/config/ExampleConfigData$ExampleEnum
[20:06:59] [modloading-worker-0/INFO]: Redirecting com/endertech/minecraft/forge/math/GameBounds
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/block/Rotation
[20:06:59] [modloading-worker-0/INFO]: Redirecting com/mojang/math/OctahedralGroup
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraftforge/common/capabilities/CapabilityManager
[20:06:59] [modloading-worker-0/INFO]: Redirecting me/wesley1808/servercore/common/dynamic/DynamicSetting
[20:06:59] [modloading-worker-0/INFO]: Redirecting com/mojang/math/SymmetricGroup3
[20:06:59] [modloading-worker-0/INFO]: Redirecting top/theillusivec4/curios/client/CuriosClientConfig$Client$ButtonCorner
[20:06:59] [modloading-worker-0/INFO]: Redirecting top/theillusivec4/curios/common/CuriosConfig$KeepCurios
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/entity/MoverType
[20:06:59] [modloading-worker-0/INFO]: Redirecting io/github/jamalam360/rightclickharvest/config/Config$HungerLevel
[20:06:59] [modloading-worker-0/WARN]: Static binding violation: PRIVATE @Overwrite method m_109501_ in embeddium.mixins.json:core.render.world.WorldRendererMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/inventory/ClickAction
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/item/UseAnim
[20:06:59] [modloading-worker-0/INFO]: Redirecting com/supermartijn642/core/CoreSide
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/ClipContext$Fluid
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraftforge/event/entity/player/PlayerInteractEvent$LeftClickBlock$Action
[20:06:59] [modloading-worker-0/INFO]: Redirecting space/arim/dazzleconf/internal/error/Errors$When
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/block/Mirror
[20:06:59] [modloading-worker-0/ERROR]: [ServerCore] One of the values in config.yml is not valid.
[20:06:59] [modloading-worker-0/ERROR]: ----------------------------------------------------------------------------------------------------
[20:06:59] [modloading-worker-0/ERROR]: For key xp-merge-radius:
[20:06:59] [modloading-worker-0/ERROR]: Encountered an error while loading the configuration. 
[20:06:59] [modloading-worker-0/ERROR]: Reason: The value's size of 0.2 must be more than the minimum size of 0.5
[20:06:59] [modloading-worker-0/ERROR]: Extra info: None
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/entity/Entity$RemovalReason
[20:06:59] [modloading-worker-0/ERROR]: ----------------------------------------------------------------------------------------------------
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/entity/Entity$MovementEmission
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/commands/arguments/EntityAnchorArgument$Anchor
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/levelgen/OreVeinifier$VeinType
[20:06:59] [modloading-worker-0/INFO]: [ServerCore] Loaded V1.5.0+1.20.1!
[20:06:59] [modloading-worker-0/INFO]: Redirecting com/endertech/minecraft/mods/adchimneys/init/Emitters$BuiltInEmitters
[20:06:59] [modloading-worker-0/INFO]: Redirecting moze_intel/projecte/gameObjs/items/KleinStar$EnumKleinTier
[20:06:59] [modloading-worker-0/INFO]: Redirecting com/teamresourceful/resourcefulconfig/common/config/EntryType
[20:06:59] [modloading-worker-0/INFO]: Forge mod loading, version 47.2.0, for MC 1.20.1 with MCP 20230612.114412
[20:06:59] [modloading-worker-0/INFO]: MinecraftForge v47.2.0 Initialized
[20:06:59] [modloading-worker-0/INFO]: Redirecting org/zeith/hammerlib/util/CommonMessages$CheckResult
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/item/ItemDisplayContext
[20:07:00] [modloading-worker-0/INFO]: Redirecting de/melanx/simplebackups/config/BackupType
[20:07:00] [modloading-worker-0/INFO]: Registered charge handler for type org.zeith.hammerlib.util.charging.fluid.FluidCharge - org.zeith.hammerlib.util.charging.impl.FluidChargeHandler@57a27856
[20:07:00] [modloading-worker-0/INFO]: Registered charge handler for type org.zeith.hammerlib.util.charging.fe.FECharge - org.zeith.hammerlib.util.charging.impl.FEChargeHandler@1448d26
[20:07:00] [modloading-worker-0/INFO]: Registered inventory lister org.zeith.hammerlib.util.charging.impl.VanillaPlayerInvLister
[20:07:00] [modloading-worker-0/INFO]: Redirecting yalter/mousetweaks/WheelSearchOrder
[20:07:00] [modloading-worker-0/INFO]: Redirecting yalter/mousetweaks/WheelScrollDirection
[20:07:00] [modloading-worker-0/INFO]: Redirecting yalter/mousetweaks/ScrollItemScaling
[20:07:00] [modloading-worker-0/INFO]: Redirecting de/geheimagentnr1/easier_sleeping/config/DimensionListType
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/hammerlib/core/test/machine/TileTestMachine; from hammerlib to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/hammerlib/core/test/machine/RecipeTestMachine; from hammerlib to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/hammerlib/core/test/machine/BlockTestMachine; from hammerlib to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/hammerlib/core/recipes/replacers/WaterBottleReplacer; from hammerlib to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/hammerlib/core/recipes/replacers/RemainingReplacerRegistrar; from hammerlib to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/hammerlib/core/init/SourceTypesHL; from hammerlib to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/hammerlib/core/init/RecipesHL; from hammerlib to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/hammerlib/core/init/ItemsHL; from hammerlib to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/hammerlib/core/init/GearsHL; from hammerlib to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/hammerlib/api/forge/ContainerAPI; from hammerlib to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/improvableskills/init/SkillsIS; from improvableskills to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/improvableskills/init/RecipeTypesIS; from improvableskills to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/improvableskills/init/ParticleTypesIS; from improvableskills to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/improvableskills/init/PageletsIS; from improvableskills to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/improvableskills/init/ItemsIS; from improvableskills to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/improvableskills/init/GuiHooksIS; from improvableskills to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Hooked Lorg/zeith/improvableskills/init/AbilitiesIS; from improvableskills to register it's stuff.
[20:07:00] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/platform/sides/DistributionType
[20:07:00] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/util/HandleUtil$AccessType
[20:07:00] [modloading-worker-0/INFO]: Injecting config setup into class org.zeith.improvableskills.cfg.ConfigsIS
[20:07:00] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/ingredient/type/IIngredientAny
[20:07:00] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/ingredient/serializer/IngredientAnySerializer
[20:07:00] [modloading-worker-0/INFO]: Redirecting moze_intel/projecte/utils/text/PELang
[20:07:00] [modloading-worker-0/INFO]: Redirecting de/maxhenkel/pipez/Upgrade
[20:07:00] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/ingredient/serializer/IngredientListSerializer
[20:07:00] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/ingredient/serializer/IngredientTransformedSerializer
[20:07:00] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/ingredient/serializer/IngredientConditionedSerializer
[20:07:00] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/ingredient/serializer/IngredientPartialTagSerializer
[20:07:00] [modloading-worker-0/INFO]: Redirecting moze_intel/projecte/utils/PEKeybind
[20:07:00] [modloading-worker-0/INFO]: Redirecting org/violetmoon/zeta/util/ZetaSide
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/saveddata/maps/MapDecoration$Type
[20:07:00] [modloading-worker-0/INFO]: Redirecting mezz/jei/common/input/keys/JeiKeyConflictContext
[20:07:00] [modloading-worker-0/INFO]: Redirecting mezz/jei/common/input/keys/JeiKeyModifier
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/damagesource/DeathMessageType
[20:07:00] [modloading-worker-0/INFO]: Injecting setup into org.zeith.hammerlib.net.Network
[20:07:00] [modloading-worker-0/INFO]: Redirecting mezz/jei/forge/input/JeiForgeKeyConflictContexts
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/damagesource/DamageScaling
[20:07:00] [modloading-worker-0/INFO]: Injecting setup into org.zeith.hammerlib.client.pipelines.shaders.VariableShaderProgram
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/damagesource/DamageEffects
[20:07:00] [modloading-worker-0/INFO]: Redirecting mezz/jei/common/network/PacketIdClient
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/ClipContext$Block
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/entity/SpawnPlacements$Type
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/GameType
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/Explosion$BlockInteraction
[20:07:00] [modloading-worker-0/INFO]: Redirecting org/violetmoon/zeta/registry/RenderLayerRegistry$Layer
[20:07:00] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/plants/FDTrees
[20:07:00] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/plants/FDBushes
[20:07:00] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/plants/FDMelons
[20:07:00] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/data/LangData
[20:07:00] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/plants/FDPineapple
[20:07:00] [modloading-worker-0/INFO]: Constructing common components for puzzleslib:main
[20:07:00] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/plants/FDTreeType
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/entity/MobSpawnType
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/cristellib/config/ConfigType
[20:07:00] [modloading-worker-0/INFO]: Redirecting ht/treechop/common/config/ChopCountingAlgorithm
[20:07:00] [modloading-worker-0/INFO]: Redirecting ht/treechop/common/config/Rounder
[20:07:00] [modloading-worker-0/INFO]: Redirecting ht/treechop/common/config/ListType
[20:07:00] [modloading-worker-0/INFO]: Redirecting ht/treechop/common/settings/SettingsField
[20:07:00] [modloading-worker-0/INFO]: Redirecting ht/treechop/common/settings/SneakBehavior
[20:07:00] [modloading-worker-0/INFO]: Constructing client components for puzzleslib:main
[20:07:00] [modloading-worker-0/INFO]: Redirecting ht/treechop/common/platform/ModLoader
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/phys/HitResult$Type
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/blay09/mods/defaultoptions/difficulty/UnobfuscatedDifficulty
[20:07:00] [Modding Legacy/blue_skies/Supporters thread/INFO]: Attempting to load the Modding Legacy supporters list from https://moddinglegacy.com/supporters-changelogs/supporters.txt
[20:07:00] [modloading-worker-0/INFO]: Redirecting org/violetmoon/zeta/network/ZetaNetworkDirection
[20:07:00] [modloading-worker-0/INFO]: Kotlin For Forge Enabled!
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/client/renderer/FogRenderer$FogMode
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/material/FogType
[20:07:00] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/compat/diet/DietTagGen
[20:07:00] [modloading-worker-0/INFO]: Redirecting net/p3pp3rf1y/sophisticatedcore/client/gui/SortButtonsPosition
[20:07:00] [modloading-worker-0/INFO]: Redirecting io/ejekta/kambrik/bridge/BridgeSide
[20:07:00] [modloading-worker-0/INFO]: Redirecting org/mariuszgromada/math/mxparser/License$UseType
[20:07:00] [Modding Legacy/blue_skies/Supporters thread/INFO]: Redirecting com/legacy/blue_skies/MLSupporter$Rank
[20:07:00] [Modding Legacy/blue_skies/Supporters thread/INFO]: Successfully loaded the Modding Legacy supporters list.
[20:07:00] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/plants/FDBushType
[20:07:00] [modloading-worker-0/INFO]: Redirecting immersive_aircraft/entity/misc/VehicleInventoryDescription$SlotType
[20:07:00] [modloading-worker-0/INFO]: Redirecting mezz/jei/common/config/GiveMode
[20:07:01] [modloading-worker-0/INFO]: Redirecting mezz/jei/common/config/IngredientSortStage
[20:07:01] [modloading-worker-0/INFO]: Redirecting mezz/jei/core/search/SearchMode
[20:07:01] [modloading-worker-0/INFO]: Redirecting mezz/jei/common/util/HorizontalAlignment
[20:07:01] [modloading-worker-0/INFO]: Redirecting mezz/jei/common/util/VerticalAlignment
[20:07:01] [modloading-worker-0/INFO]: Redirecting mezz/jei/common/util/NavigationVisibility
[20:07:01] [modloading-worker-0/INFO]: Sending ConfigManager...
[20:07:01] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/food/FruitType
[20:07:01] [modloading-worker-0/INFO]: Sending ConfigManager took 13.18 ms
[20:07:01] [modloading-worker-0/INFO]: Redirecting com/legacy/blue_skies/world/general_features/structures/villages/SkiesVillageBiomes
[20:07:01] [modloading-worker-0/INFO]: Redirecting mezz/jei/forge/startup/StartEventObserver$State
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/item/FireworkRocketItem$Shape
[20:07:01] [modloading-worker-0/INFO]: Redirecting com/erfurt/magicaljewelry/util/enums/JewelRarity
[20:07:01] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/food/FoodType
[20:07:01] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/food/FoodClass
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/darkhax/bookshelf/api/PhysicalSide
[20:07:01] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:pufferfish_bucket is now minecraft:bucket.
[20:07:01] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:salmon_bucket is now minecraft:bucket.
[20:07:01] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:cod_bucket is now minecraft:bucket.
[20:07:01] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tropical_fish_bucket is now minecraft:bucket.
[20:07:01] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:axolotl_bucket is now minecraft:bucket.
[20:07:01] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:powder_snow_bucket is now minecraft:bucket.
[20:07:01] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tadpole_bucket is now minecraft:bucket.
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/darkhax/bookshelf/api/event/IEventHelper$Ordering
[20:07:01] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/food/FDJuice
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/Level$ExplosionInteraction
[20:07:01] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/food/FDJuice$Type
[20:07:01] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/food/FDJuice$Category
[20:07:01] [modloading-worker-0/INFO]: Redirecting dev/xkmc/fruitsdelight/init/food/FDFood
[20:07:01] [modloading-worker-0/INFO]: Redirecting com/endertech/minecraft/mods/adpother/init/Pollutants$BuiltIn
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/storage/loot/LootContext$EntityTarget
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/inventory/RecipeBookType
[20:07:01] [modloading-worker-0/INFO]: Redirecting com/endertech/minecraft/mods/adpother/init/Materials
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/p3pp3rf1y/sophisticatedcore/upgrades/feeding/HungerLevel
[20:07:01] [modloading-worker-0/INFO]: Redirecting com/endertech/minecraft/mods/adpother/init/Emitters$BuiltInEmitters
[20:07:01] [modloading-worker-0/INFO]: Redirecting vazkii/patchouli/api/PatchouliConfigAccess$TextOverflowMode
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/p3pp3rf1y/sophisticatedbackpacks/upgrades/refill/RefillUpgradeWrapper$TargetSlot
[20:07:01] [modloading-worker-0/INFO]: Loading Collective version 7.40.
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/minecraft/client/gui/narration/NarratableEntry$NarrationPriority
[20:07:01] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:send_shape
[20:07:01] [modloading-worker-0/INFO]: Loaded config for: memorysettings.json
[20:07:01] [modloading-worker-0/WARN]: You have more memory allocated(12224mb) than recommended for this pack, the maximum is: 8500mb.
The recommended amount for your system is: 8500 mb.

[20:07:01] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:key_pressed
[20:07:01] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:mode_changed
[20:07:01] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:sync_config_from_server
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/minecraftforge/event/entity/living/LivingChangeTargetEvent$LivingTargetType
[20:07:01] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:sync_config_to_server
[20:07:01] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:edit_config
[20:07:01] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbultimine/net/SyncUltimineTimePacket$TimeType
[20:07:01] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:sync_ultimine_time
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/p3pp3rf1y/sophisticatedbackpacks/upgrades/inception/InventoryOrder
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/p3pp3rf1y/sophisticatedbackpacks/upgrades/toolswapper/ToolSwapMode
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/minecraftforge/event/entity/player/AdvancementEvent$AdvancementProgressEvent$ProgressType
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/p3pp3rf1y/sophisticatedcore/upgrades/xppump/AutomationDirection
[20:07:01] [modloading-worker-0/INFO]: Redirecting net/minecraftforge/event/level/PistonEvent$PistonMoveType
